project_id,name,category,aliases,search_terms,developer,device,country,reporting_country,technology,in_scope,test_site_id,test_site_name_raw,location,capacity_kw,capacity_basis,lat,lon,location_basis,first_seen,last_seen,report_years,report_pages,obs_ids,report_years_basis,latest_status,source,pilot_project_id,primre_name,primre_link_basis,primre_status,primre_scale,primre_website,review_status,notes
P0054,Shengshan Island Isolated Hybrid Power Demonstration Station,annual reports,,Shengshan Island Isolated,Shanghai Marine Diesel Engine Research Institute (SMDERI),,China,China,hybrid,yes,,,Shengshan Island,300,Pilot (report),30.7188,122.8182,place,2016,2016,2016,2016:p73,OBS0076,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0065,,reviewed 2026-09-24: rejected 'Haineng II - Zhaitang Island Isolated Hybrid Power Demonstration Station',,,,unreviewed,"PRIMRE Haineng II is at Zhaitang Island (Shandong), tidal - different project"
P0055,SRNE 110 kW floating point-absorber WEC,annual reports,,~SRNE,Shandong Rongyuan New Energy Co. (SRNE),,China,China,wave,yes,,,near the Chu Island,110,Pilot (report),10.9253,114.0718,place,2016,2016,2016,2016:p74,OBS0077,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0066,,,,,,unreviewed,
P0056,CSIC710 100 kW floating raft WEC,annual reports,,CSIC710,China Shipbuilding Industry Corporation 710 Institute (CSIC710),,China,China,wave,yes,,,near the Wanshan Island,100,Pilot (report),21.9413,113.7287,place,2016,2016,2016,2016:p74,OBS0078,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0067,,,,,,unreviewed,
P0057,Wanshan 1 MW (2×500 kW) Wave Energy Demonstration Project,annual reports,China's first MWs level wave energy demonstration project | Zhoushan (first 500 kW WEC) | Changshan (second 500 kW WEC),Changshan,Guangzhou Institute of Energy Conversion (GIEC),,China,China,wave,yes,,,deploy on Wanshan Island to open sea test,500,Pilot (report),21.9344,113.7026,PRIMRE,2020,2020,2020,2020:p71,OBS0079,Pilot observations (page + quoted evidence),installed,Pilot; PRIMRE,PRJ0068,Wanshan MW-level Wave Energy Demonstration Project,auto (high confidence),Active,Full-scale,https://english.cas.cn/newsroom/news/202007/t20200703_240149.shtml,unreviewed,
P0058,“Penghu” Wave Energy Deep-Sea Aquaculture Platform,annual reports,Penghu | Wave Energy Aquaculture Cage “Penghu” | Wave Energy Deep-Sea Aquaculture Platform | “Penghu” wave energy deep-sea aquaculture platform,Penghu | Wave Energy Deep-Sea Aquaculture,Guangzhou Institute of Energy Conversion (GIEC),Penghu Sharp Eagle WEC,China,China,wave,yes,,,mariculture base of Zhuhai city,60,Pilot (report),22.0285,113.7926,PRIMRE,2020,2025,2020; 2025,2020:p72; 2025:p100,OBS0080; OBS0095,Pilot observations (page + quoted evidence),operational,Pilot; PRIMRE,PRJ0069,Penghu Aquaculture Platform at Zhuhai,reviewed 2026-09-24: match,Inactive,Full-scale,https://medium.com/@ogilvymedia01/board-the-penghu-to-see-the-new-energy-marine-ranch-platform-followed-by-kenneth-fok-kai-kong-7cadaeb66d87,unreviewed,
P0059,Zhoushan Tidal Current Energy Demonstration Project,annual reports,SG500A/B | Three Gorges Tidal Current Demonstration Project | Zhoushan tidal current energy demonstration project,SG500A/B | Three Gorges | ~Zhoushan Tidal Current Energy Demonstration Project,China Three Gorges (CTG) Corporation,,China,China,tidal stream,yes,nmts_zhoushan,Zhoushan tidal current energy test site,The Zhoushan tidal current energy demonstration project constructed by China Three Gorges Corporation,300,Pilot (report),30.0,122.2,test site,2020,2025,2020; 2025,2020:p72; 2025:p100,OBS0082; OBS0094,Pilot observations (page + quoted evidence),grid_connected,Pilot,PRJ0070,,,,,,unreviewed,
P0060,30 kW island-based OTEC platform (Methods and Techniques of OTEC),annual reports,Methods and Techniques of OTEC,Methods and Techniques,Southeast University,,China,China,OTEC,yes,,,deploy a 30 kW island-based OTEC platform in Hainan province in 2022,30,Pilot (report),35.8173,100.3405,region,2020,2020,2020,2020:p71,OBS0086,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0073,,,,,,unreviewed,
P0061,MWs High-efficiency and High-reliability Wave Energy Conversion and Island Demonstration,annual reports,,MWs High-efficiency,Guangdong Power Grid Co. Ltd,,China,China,wave,yes,,,demonstration on an island,1000,Pilot (report),34.5412,108.9237,country,2020,2020,2020,2020:p71,OBS0087,Pilot observations (page + quoted evidence),design,Pilot,PRJ0074,,,,,,unreviewed,
P0062,“Nankun” megawatt-scale floating wave energy power generation platform,annual reports,Nankun,Nankun,"China Southern Power Grid Guangdong Power Grid Co., Ltd.",Wave Energy Converter Nankun,China,China,wave,yes,,,"The platform conducted nearshore tests in Wanshan, Zhuhai in 2023. After completing performance tests of the power generation system in nearshore waters, August conducted offshore grid-connected power supply tests.",1000,PRIMRE,20.3854,114.6859,PRIMRE,2025,2025,2025,2025:p97,OBS0088,Pilot observations (page + quoted evidence),grid_connected,Pilot; PRIMRE,PRJ0075,Nankun at Sea Trial - South China Sea,reviewed 2026-09-24: match,Active,Full-scale,https://doi.org/10.3390/en18174711,unreviewed,
P0063,“Dongbo No.1” 10 kW oscillating water column wave energy device,annual reports,Dongbo No.1,Dongbo No.1,Dongfang Electric Corporation,,China,China,wave,yes,,,under real sea conditions,10,Pilot (report),34.5412,108.9237,country,2025,2025,2025,2025:p98,OBS0089,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0076,,,,,,unreviewed,
P0064,“Pusheng Marine Ranch No.1” semi-submersible aquaculture platform,annual reports,Pusheng Marine Ranch No.1,Pusheng Marine Ranch No.1,"Guangzhou Institute of Energy Conversion, Chinese Academy of Sciences",,China,China,wave,yes,,,"for promotion and application in Hainan, Guangdong, Fujian, Guangxi, and other regions",,,34.5412,108.9237,country,2025,2025,2025,2025:p100,OBS0096,Pilot observations (page + quoted evidence),unknown,Pilot,PRJ0078,,,,,,unreviewed,
P0065,“Mintou No.1” semi-submersible aquaculture platform,annual reports,Mintou No.1,Mintou No.1,"Guangzhou Institute of Energy Conversion, Chinese Academy of Sciences",,China,China,wave,yes,,,"for promotion and application in Hainan, Guangdong, Fujian, Guangxi, and other regions",,,34.5412,108.9237,country,2025,2025,2025,2025:p100,OBS0097,Pilot observations (page + quoted evidence),unknown,Pilot,PRJ0079,,,,,,unreviewed,
P0066,“Haiwei No.1” semi-submersible aquaculture platform,annual reports,Haiwei No.1,Haiwei No.1,"Guangzhou Institute of Energy Conversion, Chinese Academy of Sciences",,China,China,wave,yes,,,"for promotion and application in Hainan, Guangdong, Fujian, Guangxi, and other regions",,,34.5412,108.9237,country,2025,2025,2025,2025:p100,OBS0098,Pilot observations (page + quoted evidence),unknown,Pilot,PRJ0080,,,,,,unreviewed,
P0068,Wavepiston at DanWEC,annual reports,Wavepiston,Wavepiston,Wavepiston,,Denmark,Denmark,wave,yes,danwec,DanWEC,Wavepiston was re-Installed at DanWEC test site in Hanstholm during the summer of 2016.,,,57.12,8.6,test site,2016,2016,2016,2016:p78,OBS0102,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0084,,,,,,unreviewed,
P0069,NEMOS at Nissum Bredning,annual reports,NEMOS | Nemos,NEMOS | Nemos,NEMOS (German),,Denmark,Denmark,wave,yes,danwec_nb,Nissum Bredning,The German wave energy system NEMOS is being tested at the sheltered DanWEC site in Nissum Bredning.,,,56.63,8.42,test site,2016,2016,2016,2016:p78,OBS0103,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0085,,,,,,unreviewed,
P0070,Resen Waves Smart Power Buoy,annual reports,Resen Wave | Resen Waves | Resen Waves Small-scale Smart Power Buoy | Resen Waves sea testing at Nissum Bredning | Smart Power Buoy | Smart Power Buoys,Resen | Smart Power Buoy | Smart Power Buoys,Resen Waves,,Denmark,Denmark,wave,yes,danwec_nb,Nissum Bredning,Improve and document minimum 12 months of testing in sheltered water as well as in the North Sea to verify reliability.,,,56.63,8.42,test site,2016,2020,2016; 2020,2016:p79; 2020:p77,OBS0104; OBS0117,Pilot observations (page + quoted evidence),tank_testing,Pilot,PRJ0086,,,,,,unreviewed,
P0071,WEPTOS wave energy converter,annual reports,WEPTOS | WEPTOS 1 MW full-scale WEC | Weptos | Weptos prototype north of Brandsø,WEPTOS | Weptos,Weptos,,Denmark,Denmark,wave,yes,,,"Weptos plans the installation and testing of a prototype north of Brandsø, in Lillebælt, for a period of two years starting 2017.",1000,Pilot (report),55.3627,9.7266,PRIMRE,2016,2025,2016; 2020; 2025,2016:p79; 2020:p77; 2025:p105,OBS0105; OBS0118; OBS0125,Pilot observations (page + quoted evidence),design,Pilot; PRIMRE,PRJ0087,WEPTOS - Little Belt Strait,reviewed: fix coordinate (same site),Inactive,Full-scale,"https://www.weptos.com/post/weptos-timeline#:~:text=Phase_I_(2007_-_September_2011,were_optimised,_focusing_on_scalability.",unreviewed,
P0072,"Crestwing Tordenskiold, Kattegat",annual reports,Crest Wing | CrestWing | CrestWing installation in Kattegat | Crestwing | Crestwing Tordenskiold offshore test | Crestwing Tordenskiold relaunch | Tordenskiold | Tordenskjold,CrestWing | Crestwing | Crest Wing | Tordenskiold | Tordenskjold,CrestWing,Crestwing Tordenskiold,Denmark,Denmark,wave,yes,,,"Tordenskiold was towed back in Frederikshavn after the second offshore test phase (February-November 2020) near the Hirsholm Islands. [Overview: ""Crestwing was during 2020 testing a half scale WEC in Kattegat based on the principle of a hinged raft with an installed power of about 20 kW""]",20,Pilot (report),57.0480,11.4474,PRIMRE,2016,2025,2016; 2020; 2025,2016:p79; 2020:p78; 2025:p107,OBS0106; OBS0112; OBS0122,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0088,Crestwing Demonstration,reviewed 2026-09-24: match,Inactive,Full-scale,https://www.offshore-energy.biz/crestwing-wraps-up-tordenskiold-wave-prototype-testing/,unreviewed,
P0073,Wave Star full-scale 6 MW demonstration machine,annual reports,Wave Star | Wave Star Hanstholm prototype | Wave Star full-scale 6 MW machine | WaveStar | WaveStarEnergy | WaveStarEnergy bottom-fixed structure,WaveStar | Wave Star | WaveStarEnergy,WaveStarEnergy,,Denmark,Denmark,wave,yes,danwec,DanWEC,a scaled-up version of the prototype previously tested in the North Sea at DanWEC in Hanstholm (visited by the ExCo in 2012),6000,Pilot (report),57.12,8.6,test site,2016,2025,2016; 2020; 2025,2016:p75; 2020:p77; 2025:p105; 2025:p106,OBS0107; OBS0116; OBS0123; OBS0124,Pilot observations (page + quoted evidence),concept,Pilot,PRJ0089,,,,,,unreviewed,
P0074,Floating Power Plant P80 developments,annual reports,Dyfed | Dyfed Floating Energy Ltd - south Wales site | P80 | Katanes | Katanes Floating Energy Ltd - north Scotland site,P80 | Dyfed | Katanes,Floating Power Plant (FPP),,United Kingdom,Denmark,hybrid,yes,,,"creating two new project companies, Dyfed and Katanes Floating Energy Ltd, developing sites in south Wales and north Scotland respectively",,,51.6809,-3.1305,region,2016,2016,2016,2016:p75,OBS0108; OBS0109,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0090 | PRJ0091,,,,,,unreviewed,reviewed 2026-09-24: merged P0075 (Floating Power Plant P80 developments)
P0076,Wave Dragon,annual reports,Maribe | Wave Dragon | Wave Dragon combined wave energy and seaweed production plant (Maribe),Maribe | Wave Dragon,Wave Dragon,,Denmark,Denmark,wave,yes,,,Wave Dragon developed a combined wave energy and seaweed production plant aimed at deployment in the Irish Sea,,,,,,2016,2016,2016,2016:p77,OBS0110,Pilot observations (page + quoted evidence),concept,Pilot,PRJ0092,,,,,,unreviewed,
P0077,"Wavepiston WEC at PLOCAN, Gran Canaria",annual reports,COHSI-WEC (component development project) | Fast Track to Innovation project | SME Phase 2 project | Wavepiston | Wavepiston WEC | Wavepiston WEC at PLOCAN | Wavepiston full-scale demonstration at PLOCAN | SHY (Wavepiston at PLOCAN) | SHY Project | Seawater HYdraulic PTO using dynamic passive controller for wave energy converters | W2EW (Wave to Energy & Water) | WAVEPISTON full scale device at PLOCAN | Wavepiston energy collectors / offshore test bench | Wavepiston full-scale test string at PLOCAN,~SME | ~SHY | W2EW | COHSI-WEC | Wavepiston | Fast Track | WAVEPISTON | Wavepiston WEC | Seawater HYdraulic,Wavepiston,,Spain,Denmark | Spain,wave,yes,plocan,PLOCAN,"Wavepiston has moved from the Danish test site DanWEC to the test site PLOCAN at Gran Canaria where several power modules will pump seawater to the PLOCAN platform. [...] In December 2020 the first system was installed at the PLOCAN test site, Gran Canaria.",,,27.99,-15.37,test site,2020,2025,2020; 2025,2020:p78; 2020:p152; 2025:p106; 2025:p188,OBS0113; OBS0448; OBS0119; OBS0456,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0093 | PRJ0362,,,,,,unreviewed,reviewed 2026-09-24: merged P0295 (Wavepiston full-scale test string at PLOCAN)
P0078,"Exowave WEC demonstration, Hanstholm / Danish North Sea",annual reports,"EXOWAVE demonstration at DanWEC | Exowave | Exowave - 250 MW wave power in the Danish North Sea by 2030, Phase 1 | Exowave WEC | Exowave WEC Cell | Exowave, Water, Electricity and PtX",Exowave | EXOWAVE,EXOWAVE,ExoWave Cell,Denmark,Denmark,wave,yes,danwec,DanWEC,"The project is planned to be deployed near Hanstholm. The project 250 MW wave power in the Danish North Sea by 2030 - Phase 1 is funded by EUDP, EUR1.3m and aims at deploying a 100 kW prototype in the North Sea.",100,Pilot (report),57.12,8.6,test site,2020,2025,2020; 2025,2020:p78; 2025:p106,OBS0114; OBS0121,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0094,ExoWave North Sea Demonstration,reviewed 2026-09-24: match,Active,Full-scale,https://www.offshore-energy.biz/exowave-completes-factory-acceptance-test-of-its-wave-energy-system-video/,unreviewed,
P0079,Floating Power Plant P80 developments,annual reports,FPP | Floating Power Plant | Floating Power Plant - decarbonisation of oil & gas by floating renewables / full-scale PTO,~FPP | Floating Power Plant P80,Floating Power Plant (FPP),,Denmark,Denmark,hybrid,yes,,,,2500,Pilot (report),,,,2020,2020,2020,2020:p77,OBS0115,Pilot observations (page + quoted evidence),design,Pilot,PRJ0095,,,,,,unreviewed,
P0080,SEAWORTHY,annual reports,Sustainable dispatchable Energy enabled by wAve-Wind OffshoRe plaTforms with onboard HYdrogen | PNS-P2X | Sustainable dispatchable Energy enabled by wAve-Wind OffshoRe plaTforms with on-board Hydrogen,PNS-P2X | SEAWORTHY,Floating Power Plant (DK),,Spain,Denmark | European Commission,hybrid,yes,plocan,PLOCAN,"The platform is set to be installed at the PLOCAN test site off the coast of Las Palmas, Gran Canaria, Spain, making it the world's first offshore renewable energy-based ""green energy on demand solution"".",4300,Pilot (report),27.99,-15.37,test site,2025,2025,2025,2025:p105; 2025:p119,OBS0120; OBS0152,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0096 | PRJ0123,,,,,,unreviewed,reviewed 2026-09-24: merged P0103 (SEAWORTHY)
P0081,Wave Dragon,annual reports,Wave Dragon | Wave Dragon 3 MW wave power project at PLOCAN,Wave Dragon,Wave Dragon,,Spain,Denmark,hybrid,yes,plocan,PLOCAN,Wave Dragon is focusing on the development of a 3MW wave power project at Gran Canaria's PLOCAN.,3000,Pilot (report),27.99,-15.37,test site,2025,2025,2025,2025:p105,OBS0126,Pilot observations (page + quoted evidence),design,Pilot,PRJ0097,,,,,,unreviewed,
P0082,OceanSwellEnergy ship conversion concept,annual reports,OceanSwellEnergy,OceanSwellEnergy,OceanSwellEnergy,,Denmark,Denmark,wave,yes,,,,,,,,,2025,2025,2025,2025:p106,OBS0127,Pilot observations (page + quoted evidence),concept,Pilot,PRJ0098,,,,,,unreviewed,
P0083,Sound of Islay,annual reports,,Sound of Islay,Tidal Power Scotland Ltd (TPSL),,United Kingdom,European Commission,tidal stream,yes,,,UK | Tidal | Sound of Islay | 20.65 | Planned,10000,PRIMRE,55.7831,-6.8778,PRIMRE,2016,2016,2016,2016:p82; 2016:p158,OBS0128; OBS0501,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0099 | PRJ0400,Sound of Islay,reviewed 2026-09-24: match,Inactive,Full-scale,https://tethys.pnnl.gov/project-sites/sound-islay-demonstration-tidal-array,unreviewed,reviewed 2026-09-24: merged P0329 (same project)
P0084,Stroma/MeyGen phase 1B (Kyle Rhea),annual reports,Kyle Rhea | MeyGen phase 1B | Stroma,Kyle Rhea | Stroma/MeyGen,Atlantis Resources LTD,SAE SeaGen-S,United Kingdom,European Commission,tidal stream,yes,,,Stroma/MeyGen phase 1B (Kyle Rhea),8000,PRIMRE,56.9502,-5.5939,PRIMRE,2016,2016,2016,2016:p82,OBS0129,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0100,Seagen Kyle Rhea,reviewed 2026-09-24: match (Kyle Rhea),Inactive,Full-scale,https://www.sas.org.uk/wp-content/uploads/Kyle-Rhea.pdf,unreviewed,
P0085,Nemo,annual reports,,Nemo,,NEMO OTEC,France,European Commission,OTEC,yes,,,FR | OTEC | Nemo | 72 | Planned - To be installed in Martinique,16000,PRIMRE,14.6204,-60.9965,PRIMRE,2016,2016,2016,2016:p82,OBS0130,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0101,New Energy for Martinique and Overseas NEMO,reviewed 2026-09-24: match,Inactive,Full-scale,https://oceanenergy-europe.eu/wp-content/uploads/2018/01/ocn_-_nemo_-_fr_-_2016_factsheet_0.pdf,unreviewed,
